medal_id,country_medal,city,discipline_title,participant_type,event_gender,medal_type
m404,Switzerland,innsbruck,Alpine Skiing,Athlete,Men,GOLD
m405,Switzerland,innsbruck,Alpine Skiing,Athlete,Men,SILVER
m406,Switzerland,innsbruck,Alpine Skiing,Athlete,Men,BRONZE
m407,Switzerland,lake placid,Alpine Skiing,Athlete,Women,GOLD
m408,Switzerland,lake placid,Alpine Skiing,Athlete,Women,SILVER
m409,Switzerland,lake placid,Alpine Skiing,Athlete,Women,SILVER
m410,Switzerland,lillehammer,Alpine Skiing,Athlete,Men,GOLD
m411,Switzerland,lillehammer,Alpine Skiing,Athlete,Men,SILVER
m412,Switzerland,lillehammer,Alpine Skiing,Athlete,Men,BRONZE
m413,Switzerland,lillehammer,Alpine Skiing,Athlete,Women,GOLD
m414,Switzerland,nagano,Alpine Skiing,Athlete,Women,SILVER
m415,Switzerland,nagano,Alpine Skiing,Athlete,Women,BRONZE
m416,Switzerland,pyeongchang,Alpine Skiing,Athlete,Men,GOLD
m417,Switzerland,pyeongchang,Alpine Skiing,Athlete,Men,SILVER
m418,Switzerland,pyeongchang,Alpine Skiing,Athlete,Men,BRONZE
m419,Switzerland,pyeongchang,Alpine Skiing,Athlete,Women,GOLD
m420,Switzerland,pyeongchang,Alpine Skiing,Athlete,Women,SILVER
m421,Switzerland,pyeongchang,Alpine Skiing,Athlete,Women,BRONZE
m422,Switzerland,pyeongchang,Alpine Skiing,GameTeam,Men,GOLD
m423,Switzerland,salt lake city,Alpine Skiing,Athlete,Men,SILVER
m424,Switzerland,sapporo,Alpine Skiing,Athlete,Men,BRONZE
m425,Switzerland,sapporo,Alpine Skiing,Athlete,Women,GOLD
m426,Switzerland,sapporo,Alpine Skiing,Athlete,Women,SILVER
m427,Switzerland,sapporo,Alpine Skiing,Athlete,Women,BRONZE
m428,Switzerland,sapporo,Alpine Skiing,Athlete,Women,GOLD
m429,Switzerland,sapporo,Alpine Skiing,Athlete,Women,SILVER
m430,Switzerland,sarajevo,Alpine Skiing,Athlete,Women,BRONZE
m431,Switzerland,sarajevo,Alpine Skiing,Athlete,Men,GOLD
m432,Switzerland,sarajevo,Alpine Skiing,Athlete,Men,SILVER
m433,Switzerland,sarajevo,Alpine Skiing,Athlete,Men,BRONZE
m434,Switzerland,sochi,Alpine Skiing,Athlete,Men,GOLD
m435,Switzerland,sochi,Alpine Skiing,Athlete,Men,SILVER
m436,Switzerland,sochi,Alpine Skiing,Athlete,Men,BRONZE
m437,Switzerland,squaw valley,Alpine Skiing,Athlete,Women,GOLD
m438,Switzerland,squaw valley,Alpine Skiing,Athlete,Women,SILVER
m439,Switzerland,st moritz,Alpine Skiing,Athlete,Women,BRONZE
m440,Switzerland,st moritz,Alpine Skiing,Athlete,Women,GOLD
m441,Switzerland,st moritz,Alpine Skiing,Athlete,Women,SILVER
m442,Switzerland,st moritz,Alpine Skiing,Athlete,Women,BRONZE
m443,Switzerland,st moritz,Alpine Skiing,Athlete,Women,GOLD
m444,Switzerland,st moritz,Alpine Skiing,Athlete,Women,SILVER
m445,Switzerland,turin,Alpine Skiing,Athlete,Women,BRONZE
m446,Switzerland,turin,Alpine Skiing,Athlete,Women,GOLD
m447,Switzerland,turin,Alpine Skiing,Athlete,Women,SILVER
m448,Switzerland,vancouver,Alpine Skiing,Athlete,Women,BRONZE
m449,Switzerland,vancouver,Alpine Skiing,Athlete,Men,GOLD
m450,Switzerland,vancouver,Alpine Skiing,Athlete,Men,SILVER
m451,United States,albertville,Alpine Skiing,Athlete,Men,BRONZE
m452,United States,albertville,Alpine Skiing,Athlete,Men,GOLD
m453,United States,beijing,Alpine Skiing,Athlete,Men,SILVER
m454,United States,innsbruck,Alpine Skiing,Athlete,Men,BRONZE
m455,United States,innsbruck,Alpine Skiing,Athlete,Men,GOLD
m456,United States,innsbruck,Alpine Skiing,Athlete,Men,SILVER
m457,United States,innsbruck,Alpine Skiing,Athlete,Men,BRONZE
m458,United States,innsbruck,Alpine Skiing,Athlete,Women,GOLD
m459,United States,lake placid,Alpine Skiing,Athlete,Women,SILVER
m460,United States,lillehammer,Alpine Skiing,Athlete,Women,BRONZE
m461,United States,lillehammer,Alpine Skiing,Athlete,Men,GOLD
m462,United States,lillehammer,Alpine Skiing,Athlete,Men,SILVER
m463,United States,lillehammer,Alpine Skiing,Athlete,Men,BRONZE
m464,United States,nagano,Alpine Skiing,Athlete,Men,GOLD
m465,United States,oslo,Alpine Skiing,Athlete,Men,SILVER
m466,United States,oslo,Alpine Skiing,Athlete,Men,BRONZE
m467,United States,pyeongchang,Alpine Skiing,Athlete,Men,GOLD
m468,United States,pyeongchang,Alpine Skiing,Athlete,Men,SILVER
m469,United States,pyeongchang,Alpine Skiing,Athlete,Men,BRONZE
m470,United States,salt lake city,Alpine Skiing,Athlete,Women,GOLD
m471,United States,salt lake city,Alpine Skiing,Athlete,Women,SILVER
m472,United States,sapporo,Alpine Skiing,Athlete,Women,BRONZE
m473,United States,sapporo,Alpine Skiing,Athlete,Women,GOLD
m474,United States,sarajevo,Alpine Skiing,Athlete,Women,SILVER
m475,United States,sarajevo,Alpine Skiing,Athlete,Women,BRONZE
m476,United States,sarajevo,Alpine Skiing,Athlete,Women,GOLD
m477,United States,sarajevo,Alpine Skiing,Athlete,Women,SILVER
m478,United States,sarajevo,Alpine Skiing,Athlete,Women,BRONZE
m479,United States,sochi,Alpine Skiing,Athlete,Women,GOLD
m480,United States,sochi,Alpine Skiing,Athlete,Women,SILVER
m481,United States,sochi,Alpine Skiing,Athlete,Women,BRONZE
m482,United States,sochi,Alpine Skiing,Athlete,Women,GOLD
m483,United States,sochi,Alpine Skiing,Athlete,Women,SILVER
m484,United States,squaw valley,Alpine Skiing,Athlete,Women,BRONZE
m485,United States,squaw valley,Alpine Skiing,Athlete,Men,GOLD
m486,United States,squaw valley,Alpine Skiing,Athlete,Men,SILVER
m487,United States,st moritz,Alpine Skiing,Athlete,Men,BRONZE
m488,United States,st moritz,Alpine Skiing,Athlete,Men,GOLD
m489,United States,turin,Alpine Skiing,Athlete,Men,SILVER
m490,United States,turin,Alpine Skiing,Athlete,Men,BRONZE
m491,United States,vancouver,Alpine Skiing,Athlete,Men,GOLD
m492,United States,vancouver,Alpine Skiing,Athlete,Men,SILVER
m493,United States,vancouver,Alpine Skiing,Athlete,Men,BRONZE
m494,United States,vancouver,Alpine Skiing,Athlete,Men,BRONZE
m495,United States,vancouver,Alpine Skiing,Athlete,Men,GOLD
m496,United States,vancouver,Alpine Skiing,Athlete,Men,SILVER
m497,United States,vancouver,Alpine Skiing,Athlete,Men,BRONZE
m498,United States,vancouver,Alpine Skiing,Athlete,Women,GOLD
m499,Montenegro,calgary,Alpine Skiing,Athlete,Women,SILVER
m500,Montenegro,sarajevo,Alpine Skiing,Athlete,Women,BRONZE
m501,Australia,athens,Archery,Athlete,Women,GOLD
m502,Australia,rio,Archery,GameTeam,Women,SILVER
m503,Australia,sydney,Archery,Athlete,Women,BRONZE
m504,Belgium,antwerp,Archery,Athlete,Men,BRONZE
m505,Belgium,antwerp,Archery,Athlete,Men,GOLD
m506,Belgium,antwerp,Archery,Athlete,Men,SILVER
m507,Belgium,antwerp,Archery,Athlete,Women,GOLD
m508,Belgium,antwerp,Archery,Athlete,Women,SILVER
m509,Belgium,antwerp,Archery,Athlete,Women,BRONZE
m510,Belgium,antwerp,Archery,Athlete,Mixed,GOLD
m511,Belgium,antwerp,Archery,Athlete,Mixed,GOLD
m512,Belgium,antwerp,Archery,Athlete,Mixed,SILVER
m513,Belgium,antwerp,Archery,GameTeam,Mixed,SILVER
m514,Belgium,antwerp,Archery,GameTeam,Mixed,BRONZE
m515,Belgium,antwerp,Archery,GameTeam,Mixed,BRONZE
m516,Belgium,antwerp,Archery,GameTeam,Men,GOLD
m517,Belgium,antwerp,Archery,GameTeam,Men,SILVER
m518,Belgium,paris,Archery,Athlete,Men,BRONZE
m519,Belgium,paris,Archery,Athlete,Women,GOLD
m520,Belgium,paris,Archery,Athlete,Women,SILVER
m521,Belgium,paris,Archery,Athlete,Women,BRONZE
m522,Belgium,paris,Archery,Athlete,Men,GOLD
m523,Belgium,paris,Archery,Athlete,Men,SILVER
m524,Belgium,paris,Archery,Athlete,Men,BRONZE
m525,Taiwan,athens,Archery,GameTeam,Women,GOLD
m526,Taiwan,athens,Archery,GameTeam,Women,SILVER
m527,Taiwan,rio,Archery,GameTeam,Women,BRONZE
m528,Taiwan,tokyo,Archery,GameTeam,Men,GOLD
m529,Finland,barcelona,Archery,GameTeam,Men,SILVER
m530,Finland,moscow,Archery,Athlete,Men,BRONZE
m531,Finland,moscow,Archery,Athlete,Men,GOLD
m532,Finland,munich,Archery,Athlete,Men,SILVER
m533,France,antwerp,Archery,Athlete,Men,BRONZE
m534,France,antwerp,Archery,Athlete,Women,GOLD
m535,France,antwerp,Archery,Athlete,Women,SILVER
m536,France,antwerp,Archery,GameTeam,Women,BRONZE
m537,France,antwerp,Archery,GameTeam,Women,GOLD
m538,France,antwerp,Archery,GameTeam,Women,SILVER
m539,France,barcelona,Archery,Athlete,Women,BRONZE
m540,France,beijing,Archery,GameTeam,Men,GOLD
m541,France,london,Archery,Athlete,Men,SILVER
m542,France,london,Archery,Athlete,Men,BRONZE
m543,France,london,Archery,Athlete,Women,GOLD
m544,France,paris,Archery,Athlete,Women,SILVER
m545,France,paris,Archery,Athlete,Women,BRONZE
m546,France,paris,Archery,Athlete,Men,GOLD
m547,France,paris,Archery,Athlete,Men,SILVER
m548,France,paris,Archery,Athlete,Men,BRONZE
m549,France,paris,Archery,Athlete,Women,GOLD
m550,France,paris,Archery,Athlete,Women,SILVER
m551,France,paris,Archery,Athlete,Women,BRONZE
m552,France,paris,Archery,Athlete,Men,GOLD
m553,France,paris,Archery,Athlete,Men,SILVER
m554,France,paris,Archery,Athlete,Men,BRONZE
m555,France,paris,Archery,Athlete,Men,GOLD
m556,France,paris,Archery,Athlete,Men,SILVER
m557,France,rio,Archery,Athlete,Men,BRONZE
m558,Germany,atlanta,Archery,GameTeam,Men,GOLD
m559,Germany,rio,Archery,Athlete,Men,SILVER
m560,Germany,sydney,Archery,GameTeam,Men,BRONZE
m561,Germany,tokyo,Archery,GameTeam,Women,GOLD
m562,United Kingdom,athens,Archery,Athlete,Women,SILVER
m563,United Kingdom,barcelona,Archery,Athlete,Women,BRONZE
m564,United Kingdom,barcelona,Archery,GameTeam,Women,GOLD
m565,United Kingdom,london,Archery,Athlete,Women,SILVER
m566,United Kingdom,london,Archery,Athlete,Women,BRONZE
m567,United Kingdom,london,Archery,Athlete,Women,GOLD
m568,United Kingdom,london,Archery,Athlete,Women,SILVER
m569,United Kingdom,london,Archery,Athlete,Women,BRONZE
m570,United Kingdom,seoul,Archery,GameTeam,Men,GOLD
m571,Indonesia,seoul,Archery,GameTeam,Men,SILVER
m572,Italy,athens,Archery,Athlete,Men,BRONZE
m573,Italy,atlanta,Archery,GameTeam,Women,GOLD
m574,Italy,beijing,Archery,GameTeam,Women,SILVER
m575,Italy,london,Archery,GameTeam,Women,BRONZE
m576,Italy,montreal,Archery,Athlete,Men,GOLD
m577,Italy,moscow,Archery,Athlete,Men,SILVER
m578,Italy,sydney,Archery,GameTeam,Men,BRONZE
m579,Italy,tokyo,Archery,Athlete,Men,GOLD
m580,Italy,tokyo,Archery,Athlete,Men,SILVER
m581,Japan,athens,Archery,Athlete,Men,BRONZE
m582,Japan,london,Archery,Athlete,Women,GOLD
m583,Japan,london,Archery,GameTeam,Women,SILVER
m584,Japan,los angeles,Archery,Athlete,Women,BRONZE
m585,Japan,montreal,Archery,Athlete,Men,GOLD
m586,Japan,tokyo,Archery,Athlete,Men,SILVER
m587,Japan,tokyo,Archery,GameTeam,Men,BRONZE
m588,Mexico,london,Archery,Athlete,Women,GOLD
m589,Mexico,london,Archery,Athlete,Women,SILVER
m590,Mexico,tokyo,Archery,GameTeam,Women,BRONZE
m591,Mexico,tokyo,Archery,GameTeam,Men,GOLD
m592,Netherlands,antwerp,Archery,GameTeam,Men,SILVER
m593,Netherlands,sydney,Archery,Athlete,Men,BRONZE
m594,Netherlands,tokyo,Archery,GameTeam,Women,GOLD
m595,Netherlands,tokyo,Archery,GameTeam,Women,SILVER
m596,China,athens,Archery,GameTeam,Women,BRONZE
m597,China,atlanta,Archery,Athlete,Women,GOLD
m598,China,barcelona,Archery,GameTeam,Women,SILVER
m599,China,beijing,Archery,Athlete,Women,BRONZE
m600,China,beijing,Archery,GameTeam,Men,GOLD
m601,China,beijing,Archery,GameTeam,Men,SILVER
m602,China,london,Archery,Athlete,Men,BRONZE
m603,China,london,Archery,GameTeam,Men,GOLD
m604,China,los angeles,Archery,Athlete,Men,SILVER
m605,Poland,atlanta,Archery,GameTeam,Men,BRONZE
m606,Poland,munich,Archery,Athlete,Women,GOLD
m607,South Korea,athens,Archery,Athlete,Women,SILVER
m608,South Korea,athens,Archery,Athlete,Women,BRONZE
m609,South Korea,athens,Archery,GameTeam,Women,GOLD
m610,South Korea,athens,Archery,GameTeam,Women,SILVER
m611,South Korea,atlanta,Archery,Athlete,Women,BRONZE
m612,South Korea,atlanta,Archery,Athlete,Men,GOLD
m613,South Korea,atlanta,Archery,GameTeam,Men,SILVER
m614,South Korea,atlanta,Archery,GameTeam,Men,BRONZE
m615,South Korea,barcelona,Archery,Athlete,Men,GOLD
m616,South Korea,barcelona,Archery,Athlete,Men,SILVER
m617,South Korea,barcelona,Archery,Athlete,Men,BRONZE
m618,South Korea,barcelona,Archery,GameTeam,Women,GOLD
m619,South Korea,beijing,Archery,Athlete,Women,SILVER
m620,South Korea,beijing,Archery,Athlete,Women,BRONZE
m621,South Korea,beijing,Archery,Athlete,Women,GOLD
m622,South Korea,beijing,Archery,GameTeam,Women,SILVER
m623,South Korea,beijing,Archery,GameTeam,Women,BRONZE
m624,South Korea,london,Archery,Athlete,Men,GOLD
m625,South Korea,london,Archery,Athlete,Men,SILVER
m626,South Korea,london,Archery,GameTeam,Men,BRONZE
m627,South Korea,london,Archery,GameTeam,Women,GOLD
m628,South Korea,los angeles,Archery,Athlete,Women,SILVER
m629,South Korea,los angeles,Archery,Athlete,Women,BRONZE
m630,South Korea,rio,Archery,Athlete,Men,GOLD
m631,South Korea,rio,Archery,Athlete,Men,SILVER
m632,South Korea,rio,Archery,Athlete,Men,BRONZE
m633,South Korea,rio,Archery,GameTeam,Women,GOLD
m634,South Korea,rio,Archery,GameTeam,Women,SILVER
m635,South Korea,seoul,Archery,Athlete,Women,BRONZE
m636,South Korea,seoul,Archery,Athlete,Men,GOLD
m637,South Korea,seoul,Archery,Athlete,Men,SILVER
m638,South Korea,seoul,Archery,Athlete,Men,BRONZE
m639,South Korea,seoul,Archery,GameTeam,Men,GOLD
m640,South Korea,seoul,Archery,GameTeam,Men,SILVER
m641,South Korea,sydney,Archery,Athlete,Men,GOLD
m642,South Korea,sydney,Archery,Athlete,Men,SILVER
m643,South Korea,sydney,Archery,Athlete,Men,GOLD
m644,South Korea,sydney,Archery,GameTeam,Men,SILVER
m645,South Korea,sydney,Archery,GameTeam,Men,GOLD
m646,South Korea,tokyo,Archery,GameTeam,Men,SILVER
m647,South Korea,tokyo,Archery,Athlete,Men,GOLD
m648,South Korea,tokyo,Archery,GameTeam,Men,GOLD
m649,South Korea,tokyo,Archery,GameTeam,Men,SILVER
m650,South Korea,tokyo,Archery,GameTeam,Men,BRONZE
m651,Taiwan,tokyo,Archery,Athlete,Men,GOLD
m652,Taiwan,tokyo,Archery,GameTeam,Men,SILVER
m653,Russia,beijing,Archery,Athlete,Men,GOLD
m654,Russia,rio,Archery,GameTeam,Men,SILVER
m655,Russia,montreal,Archery,Athlete,Men,BRONZE
m656,Russia,montreal,Archery,Athlete,Men,GOLD
m657,Russia,moscow,Archery,Athlete,Men,SILVER
m658,Russia,moscow,Archery,Athlete,Men,BRONZE
m659,Russia,moscow,Archery,Athlete,Men,GOLD
m660,Russia,munich,Archery,Athlete,Men,GOLD
m661,Russia,seoul,Archery,Athlete,Men,SILVER
m662,Spain,barcelona,Archery,GameTeam,Men,BRONZE
m663,Sweden,atlanta,Archery,Athlete,Women,GOLD
m664,Sweden,munich,Archery,Athlete,Women,SILVER
m665,Turkey,tokyo,Archery,Athlete,Women,BRONZE
m666,Ukraine,athens,Archery,GameTeam,Men,GOLD
m667,Ukraine,atlanta,Archery,Athlete,Men,SILVER
m668,Ukraine,beijing,Archery,Athlete,Men,BRONZE
m669,Ukraine,sydney,Archery,GameTeam,Men,GOLD
m670,United States,atlanta,Archery,Athlete,Women,GOLD
m671,United States,atlanta,Archery,GameTeam,Women,GOLD
m672,United States,london,Archery,Athlete,Women,SILVER
m673,United States,london,Archery,GameTeam,Women,BRONZE
m674,United States,los angeles,Archery,Athlete,Men,GOLD
m675,United States,los angeles,Archery,Athlete,Men,SILVER
m676,United States,montreal,Archery,Athlete,Men,BRONZE
m677,United States,montreal,Archery,Athlete,Women,GOLD
m678,United States,munich,Archery,Athlete,Women,SILVER
m679,United States,munich,Archery,Athlete,Women,BRONZE
m680,United States,rio,Archery,Athlete,Men,GOLD
m681,United States,rio,Archery,GameTeam,Men,SILVER
m682,United States,seoul,Archery,Athlete,Men,BRONZE
m683,United States,seoul,Archery,GameTeam,Men,GOLD
m684,United States,seoul,Archery,GameTeam,Men,SILVER
m685,United States,st louis,Archery,Athlete,Men,GOLD
m686,United States,st louis,Archery,Athlete,Men,SILVER
m687,United States,st louis,Archery,Athlete,Men,BRONZE
m688,United States,st louis,Archery,Athlete,Men,GOLD
m689,United States,st louis,Archery,Athlete,Men,SILVER
m690,United States,st louis,Archery,Athlete,Men,BRONZE
m691,United States,st louis,Archery,Athlete,Men,GOLD
m692,United States,st louis,Archery,Athlete,Men,SILVER
m693,United States,st louis,Archery,Athlete,Men,BRONZE
m694,United States,st louis,Archery,Athlete,Men,GOLD
m695,United States,st louis,Archery,Athlete,Men,SILVER
m696,United States,st louis,Archery,Athlete,Men,BRONZE
m697,United States,st louis,Archery,GameTeam,Men,GOLD
m698,United States,st louis,Archery,GameTeam,Men,SILVER
m699,United States,st louis,Archery,GameTeam,Men,SILVER
m700,United States,st louis,Archery,GameTeam,Men,GOLD
m701,United States,sydney,Archery,Athlete,Men,SILVER
m702,United States,sydney,Archery,GameTeam,Men,BRONZE
m703,Armenia,tokyo,Artistic Gymnastics,Athlete,Women,SILVER
m704,Belgium,tokyo,Artistic Gymnastics,Athlete,Women,GOLD
m705,Brazil,tokyo,Artistic Gymnastics,Athlete,Women,BRONZE
m706,Brazil,tokyo,Artistic Gymnastics,Athlete,Men,BRONZE
m707,Taiwan,tokyo,Artistic Gymnastics,Athlete,Men,GOLD
m708,Croatia,tokyo,Artistic Gymnastics,Athlete,Men,SILVER
m709,Germany,tokyo,Artistic Gymnastics,Athlete,Women,BRONZE
m710,United Kingdom,tokyo,Artistic Gymnastics,Athlete,Women,GOLD
m711,United Kingdom,tokyo,Artistic Gymnastics,GameTeam,Women,SILVER
m712,Greece,tokyo,Artistic Gymnastics,Athlete,Women,BRONZE
m713,Israel,tokyo,Artistic Gymnastics,Athlete,Women,GOLD
m714,Italy,tokyo,Artistic Gymnastics,Athlete,Women,SILVER
m715,Japan,tokyo,Artistic Gymnastics,Athlete,Men,GOLD
m716,Japan,tokyo,Artistic Gymnastics,Athlete,Men,SILVER
m717,Japan,tokyo,Artistic Gymnastics,Athlete,Men,BRONZE
m718,Japan,tokyo,Artistic Gymnastics,Athlete,Women,GOLD
m719,Japan,tokyo,Artistic Gymnastics,GameTeam,Women,SILVER
m720,China,tokyo,Artistic Gymnastics,Athlete,Women,BRONZE
m721,China,tokyo,Artistic Gymnastics,Athlete,Men,GOLD
m722,China,tokyo,Artistic Gymnastics,Athlete,Men,BRONZE
m723,China,tokyo,Artistic Gymnastics,Athlete,Men,SILVER
m724,China,tokyo,Artistic Gymnastics,Athlete,Men,BRONZE
m725,China,tokyo,Artistic Gymnastics,Athlete,Men,GOLD
m726,China,tokyo,Artistic Gymnastics,Athlete,Men,SILVER
m727,China,tokyo,Artistic Gymnastics,GameTeam,Men,SILVER
m728,South Korea,tokyo,Artistic Gymnastics,Athlete,Men,BRONZE
m729,South Korea,tokyo,Artistic Gymnastics,Athlete,Men,GOLD
m730,China,tokyo,Artistic Gymnastics,Athlete,Women,GOLD
m731,China,tokyo,Artistic Gymnastics,Athlete,Women,SILVER
m732,China,tokyo,Artistic Gymnastics,Athlete,Women,BRONZE
m733,China,tokyo,Artistic Gymnastics,Athlete,Women,BRONZE
m734,China,tokyo,Artistic Gymnastics,Athlete,Women,GOLD
m735,China,tokyo,Artistic Gymnastics,Athlete,Women,BRONZE
m736,China,tokyo,Artistic Gymnastics,GameTeam,Women,SILVER
m737,China,tokyo,Artistic Gymnastics,GameTeam,Men,BRONZE
m738,Spain,tokyo,Artistic Gymnastics,Athlete,Men,GOLD
m739,Turkey,tokyo,Artistic Gymnastics,Athlete,Men,SILVER
m740,United States,tokyo,Artistic Gymnastics,Athlete,Men,SILVER
m741,United States,tokyo,Artistic Gymnastics,Athlete,Men,GOLD
m742,United States,tokyo,Artistic Gymnastics,Athlete,Men,BRONZE
m743,United States,tokyo,Artistic Gymnastics,Athlete,Men,GOLD
m744,United States,tokyo,Artistic Gymnastics,Athlete,Men,BRONZE
m745,United States,tokyo,Artistic Gymnastics,GameTeam,Men,SILVER
m746,China,tokyo,Artistic Swimming,GameTeam,Women,GOLD
m747,China,tokyo,Artistic Swimming,GameTeam,Women,GOLD
m748,China,tokyo,Artistic Swimming,GameTeam,Women,SILVER
m749,China,tokyo,Artistic Swimming,GameTeam,Women,SILVER
m750,China,tokyo,Artistic Swimming,GameTeam,Women,BRONZE
m751,China,tokyo,Artistic Swimming,GameTeam,Women,BRONZE
m752,Ukraine,tokyo,Artistic Swimming,GameTeam,Women,GOLD
m753,Ukraine,tokyo,Artistic Swimming,GameTeam,Women,SILVER
m754,Ukraine,tokyo,Artistic Swimming,GameTeam,Women,BRONZE
m755,Algeria,atlanta,Athletics,Athlete,Women,GOLD
m756,Algeria,barcelona,Athletics,Athlete,Women,BRONZE
m757,Algeria,london,Athletics,Athlete,Women,SILVER
m758,Algeria,rio,Athletics,Athlete,Mixed,GOLD
m759,Algeria,rio,Athletics,Athlete,Mixed,SILVER
m760,Algeria,sydney,Athletics,Athlete,Mixed,BRONZE
m761,Algeria,sydney,Athletics,Athlete,Men,BRONZE
m762,Algeria,sydney,Athletics,Athlete,Men,SILVER
m763,Algeria,sydney,Athletics,Athlete,Men,GOLD
m764,Argentina,helsinki,Athletics,Athlete,Women,GOLD
m765,Argentina,london,Athletics,Athlete,Women,SILVER
m766,Argentina,london,Athletics,Athlete,Women,BRONZE
m767,Argentina,los angeles,Athletics,Athlete,Women,GOLD
m768,Argentina,paris,Athletics,Athlete,Women,SILVER
m769,Australia,london,Athletics,Athlete,Women,BRONZE
m770,Australia,antwerp,Athletics,Athlete,Men,GOLD
m771,Australia,athens,Athletics,Athlete,Men,BRONZE
m772,Australia,athens,Athletics,Athlete,Men,SILVER
m773,Australia,athens,Athletics,Athlete,Women,SILVER
m774,Australia,athens,Athletics,Athlete,Women,BRONZE
m775,Australia,athens,Athletics,GameTeam,Women,GOLD
m776,Australia,atlanta,Athletics,Athlete,Women,GOLD
m777,Australia,atlanta,Athletics,Athlete,Women,BRONZE
m778,Australia,barcelona,Athletics,Athlete,Women,SILVER
m779,Australia,barcelona,Athletics,Athlete,Men,GOLD
m780,Australia,beijing,Athletics,Athlete,Men,BRONZE
m781,Australia,beijing,Athletics,Athlete,Men,SILVER
m782,Australia,beijing,Athletics,Athlete,Women,BRONZE
m783,Australia,beijing,Athletics,Athlete,Women,GOLD
m784,Australia,berlin,Athletics,Athlete,Women,SILVER
m785,Australia,helsinki,Athletics,Athlete,Men,BRONZE
m786,Australia,helsinki,Athletics,Athlete,Men,GOLD
m787,Australia,helsinki,Athletics,Athlete,Men,SILVER
m788,Australia,helsinki,Athletics,Athlete,Men,GOLD
m789,Australia,london,Athletics,Athlete,Men,BRONZE
m790,Australia,london,Athletics,Athlete,Men,SILVER
m791,Australia,london,Athletics,Athlete,Men,GOLD
m792,Australia,london,Athletics,Athlete,Men,BRONZE
m793,Australia,london,Athletics,Athlete,Men,SILVER
m794,Australia,london,Athletics,GameTeam,Men,SILVER
m795,Australia,london,Athletics,Athlete,Men,BRONZE
m796,Australia,london,Athletics,Athlete,Men,GOLD
m797,Australia,london,Athletics,Athlete,Men,BRONZE
m798,Australia,los angeles,Athletics,Athlete,Men,SILVER
m799,Australia,los angeles,Athletics,Athlete,Men,GOLD
m800,Australia,los angeles,Athletics,Athlete,Women,BRONZE
m801,Australia,melbourne,Athletics,Athlete,Women,SILVER
m802,Australia,melbourne,Athletics,Athlete,Women,GOLD
m803,Australia,melbourne,Athletics,Athlete,Women,BRONZE
m804,Australia,melbourne,Athletics,Athlete,Women,SILVER
m805,Australia,melbourne,Athletics,Athlete,Women,GOLD
